$ Get data for 899:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:41:54 from web application
$ Data source: nrcs
$ Data type: Air Temperature Maximum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA899           Tinkham Creek
WA899       1002  13     65.00
WA899       1002  14     64.00
WA899       1002  15     68.00
WA899       1002  16     66.00
WA899       1002  17     73.00
WA899       1002  18     64.00
WA899       1002  19     52.00
WA899       1002  20     53.00
WA899       1002  21     49.00
WA899       1002  22     58.00
WA899       1002  23     56.00
WA899       1002  24     52.00
WA899       1002  25     54.00
WA899       1002  26     52.00
WA899       1002  27     49.00
WA899       1002  28     42.00
WA899       1002  29     36.00
WA899       1002  30     34.00
WA899       1002  31     35.00
WA899       1102   1     41.00
WA899       1102   2     45.00
WA899       1102   3     44.00
WA899       1102   4     53.00
WA899       1102   5     50.00
WA899       1102   6     43.00
WA899       1102   7     45.00
WA899       1102   8     41.00
WA899       1102   9     42.00
WA899       1102  10     44.00
WA899       1102  11     44.00
WA899       1102  12     44.00
WA899       1102  13     43.00
WA899       1102  14     40.00
WA899       1102  15     41.00
WA899       1102  16     42.00
WA899       1102  17     38.00
WA899       1102  18     46.00
WA899       1102  19     48.00
WA899       1102  20   -999.00
WA899       1102  21     51.00
WA899       1102  22     50.00
WA899       1102  23     50.00
WA899       1102  24     45.00
WA899       1102  25     45.00
WA899       1102  26     43.00
WA899       1102  27     44.00
WA899       1102  28     45.00
WA899       1102  29     51.00
WA899       1102  30     52.00
WA899       1202   1     47.00
WA899       1202   2     37.00
WA899       1202   3     32.00
WA899       1202   4     32.00
WA899       1202   5     34.00
WA899       1202   6     39.00
WA899       1202   7     33.00
WA899       1202   8     34.00
WA899       1202   9     33.00
WA899       1202  10     34.00
WA899       1202  11     32.00
WA899       1202  12     36.00
WA899       1202  13     37.00
WA899       1202  14     42.00
WA899       1202  15     42.00
WA899       1202  16     36.00
WA899       1202  17     32.00
WA899       1202  18     33.00
WA899       1202  19     31.00
WA899       1202  20     33.00
WA899       1202  21     34.00
WA899       1202  22     37.00
WA899       1202  23     31.00
WA899       1202  24     29.00
WA899       1202  25     29.00
WA899       1202  26     34.00
WA899       1202  27     34.00
WA899       1202  28     33.00
WA899       1202  29     30.00
WA899       1202  30     32.00
WA899       1202  31     34.00
WA899       0103   1     32.00
WA899       0103   2     37.00
WA899       0103   3     44.00
WA899       0103   4     37.00
WA899       0103   5     38.00
WA899       0103   6     36.00
WA899       0103   7     38.00
WA899       0103   8     37.00
WA899       0103   9     37.00
WA899       0103  10     35.00
WA899       0103  11     31.00
WA899       0103  12     34.00
WA899       0103  13     36.00
WA899       0103  14     38.00
WA899       0103  15     35.00
WA899       0103  16     36.00
WA899       0103  17     32.00
WA899       0103  18     29.00
WA899       0103  19     44.00
WA899       0103  20     40.00
WA899       0103  21     34.00
WA899       0103  22     32.00
WA899       0103  23     38.00
WA899       0103  24     37.00
WA899       0103  25     39.00
WA899       0103  26     46.00
WA899       0103  27     38.00
WA899       0103  28     47.00
WA899       0103  29     35.00
WA899       0103  30     42.00
WA899       0103  31     44.00
WA899       0203   1     37.00
WA899       0203   2     37.00
WA899       0203   3     35.00
WA899       0203   4     40.00
WA899       0203   5     44.00
WA899       0203   6     44.00
WA899       0203   7     44.00
WA899       0203   8     46.00
WA899       0203   9     49.00
WA899       0203  10     43.00
WA899       0203  11     49.00
WA899       0203  12     48.00
WA899       0203  13     44.00
WA899       0203  14     49.00
WA899       0203  15     37.00
WA899       0203  16     40.00
WA899       0203  17     38.00
WA899       0203  18     39.00
WA899       0203  19     38.00
WA899       0203  20     37.00
WA899       0203  21     36.00
WA899       0203  22     35.00
WA899       0203  23     30.00
WA899       0203  24     30.00
WA899       0203  25     37.00
WA899       0203  26     43.00
WA899       0203  27     45.00
WA899       0203  28     35.00
WA899       0303   1     47.00
WA899       0303   2     36.00
WA899       0303   3     38.00
WA899       0303   4     42.00
WA899       0303   5     33.00
WA899       0303   6     31.00
WA899       0303   7     34.00
WA899       0303   8     36.00
WA899       0303   9     34.00
WA899       0303  10     39.00
WA899       0303  11     39.00
WA899       0303  12     41.00
WA899       0303  13     40.00
WA899       0303  14     50.00
WA899       0303  15     48.00
WA899       0303  16     51.00
WA899       0303  17     45.00
WA899       0303  18     43.00
WA899       0303  19     43.00
WA899       0303  20     44.00
WA899       0303  21     40.00
WA899       0303  22     39.00
WA899       0303  23     38.00
WA899       0303  24     43.00
WA899       0303  25     42.00
WA899       0303  26     37.00
WA899       0303  27     49.00
WA899       0303  28     54.00
WA899       0303  29     62.00
WA899       0303  30     63.00
WA899       0303  31     47.00
WA899       0403   1     42.00
WA899       0403   2     44.00
WA899       0403   3     39.00
WA899       0403   4     47.00
WA899       0403   5     36.00
WA899       0403   6     49.00
WA899       0403   7     47.00
WA899       0403   8     62.00
WA899       0403   9     52.00
WA899       0403  10     54.00
WA899       0403  11     52.00
WA899       0403  12     51.00
WA899       0403  13     49.00
WA899       0403  14     51.00
WA899       0403  15     51.00
WA899       0403  16     52.00
WA899       0403  17     44.00
WA899       0403  18     44.00
WA899       0403  19     57.00
WA899       0403  20     62.00
WA899       0403  21     42.00
WA899       0403  22     39.00
WA899       0403  23     51.00
WA899       0403  24     37.00
WA899       0403  25     52.00
WA899       0403  26     43.00
WA899       0403  27     59.00
WA899       0403  28     60.00
WA899       0403  29     58.00
WA899       0403  30     43.00
WA899       0503   1     62.00
WA899       0503   2     61.00
WA899       0503   3     46.00
WA899       0503   4     46.00
WA899       0503   5     43.00
WA899       0503   6     45.00
WA899       0503   7     46.00
WA899       0503   8     54.00
WA899       0503   9     53.00
WA899       0503  10     60.00
WA899       0503  11     61.00
WA899       0503  12     55.00
WA899       0503  13     68.00
WA899       0503  14     55.00
WA899       0503  15     40.00
WA899       0503  16   -999.00
WA899       0503  17   -999.00
WA899       0503  18     46.00
WA899       0503  19   -999.00
WA899       0503  20     53.00
WA899       0503  21     52.00
WA899       0503  22     58.00
WA899       0503  23     75.00
WA899       0503  24     78.00
WA899       0503  25     51.00
WA899       0503  26     64.00
WA899       0503  27     74.00
WA899       0503  28     68.00
WA899       0503  29     77.00
WA899       0503  30     65.00
WA899       0503  31     64.00
WA899       0603   1     62.00
WA899       0603   2     62.00
WA899       0603   3     72.00
WA899       0603   4     81.00
WA899       0603   5     87.00
WA899       0603   6     89.00
WA899       0603   7     87.00
WA899       0603   8     74.00
WA899       0603   9     54.00
WA899       0603  10     50.00
WA899       0603  11     66.00
WA899       0603  12     68.00
WA899       0603  13     53.00
WA899       0603  14     55.00
WA899       0603  15     68.00
WA899       0603  16     80.00
WA899       0603  17     88.00
WA899       0603  18     59.00
WA899       0603  19     47.00
WA899       0603  20     44.00
WA899       0603  21     46.00
WA899       0603  22     51.00
WA899       0603  23     53.00
WA899       0603  24     62.00
WA899       0603  25     73.00
WA899       0603  26     79.00
WA899       0603  27     76.00
WA899       0603  28     88.00
WA899       0603  29     85.00
WA899       0603  30     63.00
WA899       0703   1     63.00
WA899       0703   2     68.00
WA899       0703   3     70.00
WA899       0703   4     71.00
WA899       0703   5     62.00
WA899       0703   6     74.00
WA899       0703   7     73.00
WA899       0703   8     61.00
WA899       0703   9     82.00
WA899       0703  10     90.00
WA899       0703  11     84.00
WA899       0703  12     80.00
WA899       0703  13     61.00
WA899       0703  14     73.00
WA899       0703  15     74.00
WA899       0703  16     66.00
WA899       0703  17     78.00
WA899       0703  18     84.00
WA899       0703  19     84.00
WA899       0703  20     78.00
WA899       0703  21     88.00
WA899       0703  22     86.00
WA899       0703  23     80.00
WA899       0703  24     75.00
WA899       0703  25     79.00
WA899       0703  26   -999.00
WA899       0703  27     85.00
WA899       0703  28     89.00
WA899       0703  29     95.00
WA899       0703  30     89.00
WA899       0703  31     85.00
WA899       0803   1     80.00
WA899       0803   2     78.00
WA899       0803   3     73.00
WA899       0803   4     80.00
WA899       0803   5     76.00
WA899       0803   6     76.00
WA899       0803   7     76.00
WA899       0803   8     76.00
WA899       0803   9     76.00
WA899       0803  10     72.00
WA899       0803  11     67.00
WA899       0803  12     69.00
WA899       0803  13     76.00
WA899       0803  14     90.00
WA899       0803  15     82.00
WA899       0803  16     58.00
WA899       0803  17     79.00
WA899       0803  18     82.00
WA899       0803  19     73.00
WA899       0803  20     83.00
WA899       0803  21     85.00
WA899       0803  22     72.00
WA899       0803  23     63.00
WA899       0803  24     75.00
WA899       0803  25     87.00
WA899       0803  26     70.00
WA899       0803  27     64.00
WA899       0803  28     81.00
WA899       0803  29     85.00
WA899       0803  30     87.00
WA899       0803  31     78.00
WA899       0903   1     80.00
WA899       0903   2     90.00
WA899       0903   3     94.00
WA899       0903   4     87.00
WA899       0903   5     87.00
WA899       0903   6     86.00
WA899       0903   7     58.00
WA899       0903   8     51.00
WA899       0903   9     58.00
WA899       0903  10     52.00
WA899       0903  11     57.00
WA899       0903  12     56.00
WA899       0903  13     72.00
WA899       0903  14     60.00
WA899       0903  15     61.00
WA899       0903  16     42.00
WA899       0903  17     57.00
WA899       0903  18     62.00
WA899       0903  19     52.00
WA899       0903  20     62.00
WA899       0903  21     67.00
WA899       0903  22     72.00
WA899       0903  23     69.00
WA899       0903  24     78.00
WA899       0903  25     72.00
WA899       0903  26     75.00
WA899       0903  27     80.00
WA899       0903  28     82.00
WA899       0903  29     77.00
WA899       0903  30     73.00
WA899       1003   1     78.00
WA899       1003   2     68.00
WA899       1003   3     79.00
WA899       1003   4     78.00
WA899       1003   5     64.00
WA899       1003   6     77.00
WA899       1003   7     51.00
WA899       1003   8     51.00
WA899       1003   9     46.00
WA899       1003  10     45.00
WA899       1003  11     43.00
WA899       1003  12     44.00
WA899       1003  13     52.00
WA899       1003  14     54.00
WA899       1003  15     43.00
WA899       1003  16     48.00
WA899       1003  17     65.00
WA899       1003  18     61.00
WA899       1003  19     54.00
WA899       1003  20     57.00
WA899       1003  21     70.00
WA899       1003  22     60.00
WA899       1003  23     45.00
WA899       1003  24     52.00
WA899       1003  25     58.00
WA899       1003  26     71.00
WA899       1003  27     54.00
WA899       1003  28     53.00
WA899       1003  29     40.00
WA899       1003  30     35.00
WA899       1003  31     33.00
WA899       1103   1     36.00
WA899       1103   2     29.00
WA899       1103   3     38.00
WA899       1103   4     32.00
WA899       1103   5     31.00
WA899       1103   6     36.00
WA899       1103   7     38.00
WA899       1103   8     44.00
WA899       1103   9     47.00
WA899       1103  10     41.00
WA899       1103  11     41.00
WA899       1103  12     46.00
WA899       1103  13     45.00
WA899       1103  14     40.00
WA899       1103  15     36.00
WA899       1103  16     35.00
WA899       1103  17     42.00
WA899       1103  18     49.00
WA899       1103  19     46.00
WA899       1103  20     30.00
WA899       1103  21     29.00
WA899       1103  22     29.00
WA899       1103  23     35.00
WA899       1103  24     31.00
WA899       1103  25     33.00
WA899       1103  26     33.00
WA899       1103  27     33.00
WA899       1103  28     37.00
WA899       1103  29     38.00
WA899       1103  30     42.00
WA899       1203   1     36.00
WA899       1203   2     34.00
WA899       1203   3     35.00
WA899       1203   4     32.00
WA899       1203   5     35.00
WA899       1203   6     35.00
WA899       1203   7     33.00
WA899       1203   8     35.00
WA899       1203   9     31.00
WA899       1203  10     30.00
WA899       1203  11     31.00
WA899       1203  12     33.00
WA899       1203  13     32.00
WA899       1203  14     32.00
WA899       1203  15     34.00
WA899       1203  16     33.00
WA899       1203  17     36.00
WA899       1203  18     39.00
WA899       1203  19     38.00
