$ Get data for 648:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:26:19 from web application
$ Data source: nrcs
$ Data type: Air Temperature Maximum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA648           Mount Crag
WA648       1002  25     38.00
WA648       1002  26     38.00
WA648       1002  27     45.00
WA648       1002  28     37.00
WA648       1002  29     35.00
WA648       1002  30     33.00
WA648       1002  31     33.00
WA648       1102   1     37.00
WA648       1102   2     45.00
WA648       1102   3     36.00
WA648       1102   4     47.00
WA648       1102   5     45.00
WA648       1102   6     46.00
WA648       1102   7     40.00
WA648       1102   8     37.00
WA648       1102   9     35.00
WA648       1102  10     38.00
WA648       1102  11     41.00
WA648       1102  12     41.00
WA648       1102  13     40.00
WA648       1102  14     39.00
WA648       1102  15     45.00
WA648       1102  16     42.00
WA648       1102  17     38.00
WA648       1102  18     42.00
WA648       1102  19     48.00
WA648       1102  20     51.00
WA648       1102  21     51.00
WA648       1102  22     44.00
WA648       1102  23     36.00
WA648       1102  24     33.00
WA648       1102  25     46.00
WA648       1102  26     47.00
WA648       1102  27     57.00
WA648       1102  28     53.00
WA648       1102  29     54.00
WA648       1102  30     52.00
WA648       1202   1     44.00
WA648       1202   2     35.00
WA648       1202   3     34.00
WA648       1202   4     38.00
WA648       1202   5     42.00
WA648       1202   6     47.00
WA648       1202   7     44.00
WA648       1202   8     47.00
WA648       1202   9     42.00
WA648       1202  10     34.00
WA648       1202  11     36.00
WA648       1202  12     39.00
WA648       1202  13     33.00
WA648       1202  14     40.00
WA648       1202  15     33.00
WA648       1202  16     33.00
WA648       1202  17     32.00
WA648       1202  18     28.00
WA648       1202  19     31.00
WA648       1202  20     33.00
WA648       1202  21     33.00
WA648       1202  22     34.00
WA648       1202  23     29.00
WA648       1202  24     31.00
WA648       1202  25     31.00
WA648       1202  26     26.00
WA648       1202  27     33.00
WA648       1202  28     30.00
WA648       1202  29     27.00
WA648       1202  30     35.00
WA648       1202  31     31.00
WA648       0103   1     35.00
WA648       0103   2     38.00
WA648       0103   3     38.00
WA648       0103   4     40.00
WA648       0103   5     41.00
WA648       0103   6     45.00
WA648       0103   7     50.00
WA648       0103   8     43.00
WA648       0103   9     37.00
WA648       0103  10     33.00
WA648       0103  11     36.00
WA648       0103  12     36.00
WA648       0103  13     37.00
WA648       0103  14     34.00
WA648       0103  15     40.00
WA648       0103  16     42.00
WA648       0103  17     46.00
WA648       0103  18     48.00
WA648       0103  19     37.00
WA648       0103  20     39.00
WA648       0103  21     36.00
WA648       0103  22     42.00
WA648       0103  23     36.00
WA648       0103  24     42.00
WA648       0103  25     45.00
WA648       0103  26     44.00
WA648       0103  27     37.00
WA648       0103  28     35.00
WA648       0103  29     38.00
WA648       0103  30     42.00
WA648       0103  31     43.00
WA648       0203   1     38.00
WA648       0203   2     36.00
WA648       0203   3     32.00
WA648       0203   4     29.00
WA648       0203   5     38.00
WA648       0203   6     36.00
WA648       0203   7     38.00
WA648       0203   8     37.00
WA648       0203   9     35.00
WA648       0203  10     34.00
WA648       0203  11     40.00
WA648       0203  12     44.00
WA648       0203  13     48.00
WA648       0203  14     39.00
WA648       0203  15     39.00
WA648       0203  16     35.00
WA648       0203  17     35.00
WA648       0203  18     35.00
WA648       0203  19     38.00
WA648       0203  20     42.00
WA648       0203  21     37.00
WA648       0203  22     33.00
WA648       0203  23     28.00
WA648       0203  24     30.00
WA648       0203  25     38.00
WA648       0203  26     38.00
WA648       0203  27     40.00
WA648       0203  28     37.00
WA648       0303   1     40.00
WA648       0303   2     35.00
WA648       0303   3     37.00
WA648       0303   4     34.00
WA648       0303   5     34.00
WA648       0303   6     33.00
WA648       0303   7     31.00
WA648       0303   8     30.00
WA648       0303   9     39.00
WA648       0303  10     42.00
WA648       0303  11     40.00
WA648       0303  12     40.00
WA648       0303  13     39.00
WA648       0303  14     38.00
WA648       0303  15     43.00
WA648       0303  16     40.00
WA648       0303  17     40.00
WA648       0303  18     36.00
WA648       0303  19     34.00
WA648       0303  20     42.00
WA648       0303  21     38.00
WA648       0303  22     39.00
WA648       0303  23     38.00
WA648       0303  24     38.00
WA648       0303  25     47.00
WA648       0303  26     38.00
WA648       0303  27     40.00
WA648       0303  28     39.00
WA648       0303  29     55.00
WA648       0303  30     56.00
WA648       0303  31     41.00
WA648       0403   1     35.00
WA648       0403   2     34.00
WA648       0403   3     38.00
WA648       0403   4     31.00
WA648       0403   5     33.00
WA648       0403   6     35.00
WA648       0403   7     37.00
WA648       0403   8     38.00
WA648       0403   9     42.00
WA648       0403  10     54.00
WA648       0403  11     48.00
WA648       0403  12     45.00
WA648       0403  13     41.00
WA648       0403  14     42.00
WA648       0403  15     44.00
WA648       0403  16     40.00
WA648       0403  17     39.00
WA648       0403  18     40.00
WA648       0403  19     47.00
WA648       0403  20     50.00
WA648       0403  21     44.00
WA648       0403  22     40.00
WA648       0403  23     37.00
WA648       0403  24     35.00
WA648       0403  25     46.00
WA648       0403  26     40.00
WA648       0403  27     50.00
WA648       0403  28     56.00
WA648       0403  29     54.00
WA648       0403  30     55.00
WA648       0503   1     48.00
WA648       0503   2     48.00
WA648       0503   3     44.00
WA648       0503   4     39.00
WA648       0503   5     35.00
WA648       0503   6     44.00
WA648       0503   7     42.00
WA648       0503   8     48.00
WA648       0503   9     49.00
WA648       0503  10     54.00
WA648       0503  11     54.00
WA648       0503  12     53.00
WA648       0503  13     57.00
WA648       0503  14     52.00
WA648       0503  15     40.00
WA648       0503  16   -999.00
WA648       0503  17   -999.00
WA648       0503  18     45.00
WA648       0503  19   -999.00
WA648       0503  20     46.00
WA648       0503  21     48.00
WA648       0503  22     54.00
WA648       0503  23     65.00
WA648       0503  24     62.00
WA648       0503  25     44.00
WA648       0503  26     53.00
WA648       0503  27     68.00
WA648       0503  28     63.00
WA648       0503  29     64.00
WA648       0503  30     67.00
WA648       0503  31     49.00
WA648       0603   1     47.00
WA648       0603   2     48.00
WA648       0603   3     62.00
WA648       0603   4     72.00
WA648       0603   5     78.00
WA648       0603   6     78.00
WA648       0603   7     79.00
WA648       0603   8     65.00
WA648       0603   9     61.00
WA648       0603  10     49.00
WA648       0603  11     56.00
WA648       0603  12     61.00
WA648       0603  13     51.00
WA648       0603  14     55.00
WA648       0603  15     56.00
WA648       0603  16     66.00
WA648       0603  17     78.00
WA648       0603  18     49.00
WA648       0603  19     42.00
WA648       0603  20     41.00
WA648       0603  21     43.00
WA648       0603  22     46.00
WA648       0603  23     48.00
WA648       0603  24     53.00
WA648       0603  25     65.00
WA648       0603  26     71.00
WA648       0603  27     67.00
WA648       0603  28     76.00
WA648       0603  29     78.00
WA648       0603  30     58.00
WA648       0703   1     45.00
WA648       0703   2     51.00
WA648       0703   3     53.00
WA648       0703   4     60.00
WA648       0703   5     51.00
WA648       0703   6     62.00
WA648       0703   7     62.00
WA648       0703   8     51.00
WA648       0703   9     69.00
WA648       0703  10     78.00
WA648       0703  11     72.00
WA648       0703  12     64.00
WA648       0703  13     60.00
WA648       0703  14     65.00
WA648       0703  15     58.00
WA648       0703  16     48.00
WA648       0703  17     66.00
WA648       0703  18     71.00
WA648       0703  19     74.00
WA648       0703  20     65.00
WA648       0703  21     72.00
WA648       0703  22     74.00
WA648       0703  23     69.00
WA648       0703  24     64.00
WA648       0703  25     68.00
WA648       0703  26   -999.00
WA648       0703  27     73.00
WA648       0703  28     78.00
WA648       0703  29     81.00
WA648       0703  30     79.00
WA648       0703  31     73.00
WA648       0803   1     69.00
WA648       0803   2     67.00
WA648       0803   3     65.00
WA648       0803   4     69.00
WA648       0803   5     69.00
WA648       0803   6     62.00
WA648       0803   7     64.00
WA648       0803   8     63.00
WA648       0803   9     61.00
WA648       0803  10     58.00
WA648       0803  11     54.00
WA648       0803  12     55.00
WA648       0803  13     63.00
WA648       0803  14     76.00
WA648       0803  15     74.00
WA648       0803  16     56.00
WA648       0803  17     67.00
WA648       0803  18     68.00
WA648       0803  19     60.00
WA648       0803  20     72.00
WA648       0803  21     75.00
WA648       0803  22     52.00
WA648       0803  23     51.00
WA648       0803  24     64.00
WA648       0803  25     73.00
WA648       0803  26     55.00
WA648       0803  27     52.00
WA648       0803  28     68.00
WA648       0803  29     73.00
WA648       0803  30     74.00
WA648       0803  31     66.00
WA648       0903   1     72.00
WA648       0903   2     80.00
WA648       0903   3     80.00
WA648       0903   4     77.00
WA648       0903   5     72.00
WA648       0903   6     71.00
WA648       0903   7     52.00
WA648       0903   8     56.00
WA648       0903   9     54.00
WA648       0903  10     57.00
WA648       0903  11     52.00
WA648       0903  12     46.00
WA648       0903  13     62.00
WA648       0903  14     56.00
WA648       0903  15     50.00
WA648       0903  16     41.00
WA648       0903  17     50.00
WA648       0903  18     51.00
WA648       0903  19     47.00
WA648       0903  20     52.00
WA648       0903  21     59.00
WA648       0903  22     65.00
WA648       0903  23     55.00
WA648       0903  24     69.00
WA648       0903  25     63.00
WA648       0903  26     73.00
WA648       0903  27     74.00
WA648       0903  28     74.00
WA648       0903  29     69.00
WA648       0903  30     68.00
WA648       1003   1     69.00
WA648       1003   2     70.00
WA648       1003   3     70.00
WA648       1003   4     69.00
WA648       1003   5     64.00
WA648       1003   6     61.00
WA648       1003   7     47.00
WA648       1003   8     47.00
WA648       1003   9     43.00
WA648       1003  10     43.00
WA648       1003  11     39.00
WA648       1003  12     42.00
WA648       1003  13     42.00
WA648       1003  14     43.00
WA648       1003  15     38.00
WA648       1003  16     50.00
WA648       1003  17     50.00
WA648       1003  18     53.00
WA648       1003  19     51.00
WA648       1003  20     53.00
WA648       1003  21     57.00
WA648       1003  22     53.00
WA648       1003  23     42.00
WA648       1003  24     40.00
WA648       1003  25     54.00
WA648       1003  26     57.00
WA648       1003  27     51.00
WA648       1003  28     56.00
WA648       1003  29     33.00
WA648       1003  30     30.00
WA648       1003  31     26.00
WA648       1103   1     31.00
WA648       1103   2     27.00
WA648       1103   3     26.00
WA648       1103   4     22.00
WA648       1103   5     25.00
WA648       1103   6     31.00
WA648       1103   7     42.00
WA648       1103   8     41.00
WA648       1103   9     44.00
WA648       1103  10     40.00
WA648       1103  11     41.00
WA648       1103  12     38.00
WA648       1103  13     44.00
WA648       1103  14     41.00
WA648       1103  15     37.00
WA648       1103  16     33.00
WA648       1103  17     39.00
WA648       1103  18     42.00
WA648       1103  19     41.00
WA648       1103  20     25.00
WA648       1103  21     23.00
WA648       1103  22     30.00
WA648       1103  23     34.00
WA648       1103  24     27.00
WA648       1103  25     31.00
WA648       1103  26     31.00
WA648       1103  27     34.00
WA648       1103  28     38.00
WA648       1103  29     36.00
WA648       1103  30     33.00
WA648       1203   1     38.00
WA648       1203   2     40.00
WA648       1203   3     29.00
WA648       1203   4     35.00
WA648       1203   5     34.00
WA648       1203   6     33.00
WA648       1203   7     31.00
WA648       1203   8     32.00
WA648       1203   9     32.00
WA648       1203  10     33.00
WA648       1203  11     34.00
WA648       1203  12     32.00
WA648       1203  13     34.00
WA648       1203  14     30.00
WA648       1203  15     31.00
WA648       1203  16     32.00
WA648       1203  17     31.00
WA648       1203  18     34.00
WA648       1203  19     43.00
