$ Get data for 515:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 18:54:28 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA515           Harts Pass
WA515       1002  22     31.00
WA515       1002  23     28.00
WA515       1002  24     26.00
WA515       1002  25     28.00
WA515       1002  26     27.00
WA515       1002  27     26.00
WA515       1002  28     19.00
WA515       1002  29      9.00
WA515       1002  30      8.00
WA515       1002  31     12.00
WA515       1102   1     22.00
WA515       1102   2     31.00
WA515       1102   3     24.00
WA515       1102   4     25.00
WA515       1102   5     31.00
WA515       1102   6     27.00
WA515       1102   7     25.00
WA515       1102   8     26.00
WA515       1102   9     23.00
WA515       1102  10     24.00
WA515       1102  11     27.00
WA515       1102  12     26.00
WA515       1102  13     24.00
WA515       1102  14     24.00
WA515       1102  15     23.00
WA515       1102  16     22.00
WA515       1102  17     22.00
WA515       1102  18     23.00
WA515       1102  19     28.00
WA515       1102  20     35.00
WA515       1102  21     32.00
WA515       1102  22     29.00
WA515       1102  23     18.00
WA515       1102  24     18.00
WA515       1102  25     30.00
WA515       1102  26     32.00
WA515       1102  27     37.00
WA515       1102  28     42.00
WA515       1102  29     36.00
WA515       1102  30     37.00
WA515       1202   1     29.00
WA515       1202   2     28.00
WA515       1202   3     21.00
WA515       1202   4     20.00
WA515       1202   5     18.00
WA515       1202   6     24.00
WA515       1202   7     29.00
WA515       1202   8   -999.00
WA515       1202   9     17.00
WA515       1202  10     15.00
WA515       1202  11     17.00
WA515       1202  12     18.00
WA515       1202  13   -999.00
WA515       1202  14     22.00
WA515       1202  15     22.00
WA515       1202  16     17.00
WA515       1202  17     15.00
WA515       1202  18     13.00
WA515       1202  19     13.00
WA515       1202  20     15.00
WA515       1202  21     17.00
WA515       1202  22     13.00
WA515       1202  23      9.00
WA515       1202  24     11.00
WA515       1202  25     12.00
WA515       1202  26     10.00
WA515       1202  27     14.00
WA515       1202  28     14.00
WA515       1202  29      7.00
WA515       1202  30     10.00
WA515       1202  31     13.00
WA515       0103   1     16.00
WA515       0103   2     16.00
WA515       0103   3     20.00
WA515       0103   4     22.00
WA515       0103   5     20.00
WA515       0103   6     21.00
WA515       0103   7     21.00
WA515       0103   8     19.00
WA515       0103   9     17.00
WA515       0103  10     13.00
WA515       0103  11     14.00
WA515       0103  12     17.00
WA515       0103  13     17.00
WA515       0103  14     13.00
WA515       0103  15     13.00
WA515       0103  16     16.00
WA515       0103  17     27.00
WA515       0103  18     33.00
WA515       0103  19     26.00
WA515       0103  20     19.00
WA515       0103  21     17.00
WA515       0103  22     16.00
WA515       0103  23     22.00
WA515       0103  24     22.00
WA515       0103  25     27.00
WA515       0103  26     24.00
WA515       0103  27     20.00
WA515       0103  28     18.00
WA515       0103  29     18.00
WA515       0103  30     22.00
WA515       0103  31     22.00
WA515       0203   1     20.00
WA515       0203   2     19.00
WA515       0203   3     16.00
WA515       0203   4     14.00
WA515       0203   5     18.00
WA515       0203   6     17.00
WA515       0203   7     19.00
WA515       0203   8     18.00
WA515       0203   9     17.00
WA515       0203  10     17.00
WA515       0203  11     23.00
WA515       0203  12     23.00
WA515       0203  13     23.00
WA515       0203  14     19.00
WA515       0203  15     19.00
WA515       0203  16     19.00
WA515       0203  17     15.00
WA515       0203  18     14.00
WA515       0203  19     16.00
WA515       0203  20     20.00
WA515       0203  21     20.00
WA515       0203  22      5.00
WA515       0203  23     -1.00
WA515       0203  24      3.00
WA515       0203  25     15.00
WA515       0203  26     14.00
WA515       0203  27     13.00
WA515       0203  28     17.00
WA515       0303   1     14.00
WA515       0303   2     19.00
WA515       0303   3     15.00
WA515       0303   4     16.00
WA515       0303   5     16.00
WA515       0303   6     14.00
WA515       0303   7      6.00
WA515       0303   8      6.00
WA515       0303   9     12.00
WA515       0303  10     25.00
WA515       0303  11     22.00
WA515       0303  12     20.00
WA515       0303  13     29.00
WA515       0303  14     25.00
WA515       0303  15     22.00
WA515       0303  16     17.00
WA515       0303  17     16.00
WA515       0303  18     16.00
WA515       0303  19     17.00
WA515       0303  20     20.00
WA515       0303  21     20.00
WA515       0303  22     18.00
WA515       0303  23     12.00
WA515       0303  24      7.00
WA515       0303  25     17.00
WA515       0303  26     17.00
WA515       0303  27     16.00
WA515       0303  28     17.00
WA515       0303  29     24.00
WA515       0303  30     31.00
WA515       0303  31     23.00
WA515       0403   1     19.00
WA515       0403   2     13.00
WA515       0403   3     13.00
WA515       0403   4     11.00
WA515       0403   5     13.00
WA515       0403   6     17.00
WA515       0403   7     21.00
WA515       0403   8     27.00
WA515       0403   9     20.00
WA515       0403  10     25.00
WA515       0403  11     27.00
WA515       0403  12     27.00
WA515       0403  13     23.00
WA515       0403  14     20.00
WA515       0403  15     20.00
WA515       0403  16     20.00
WA515       0403  17     18.00
WA515       0403  18     19.00
WA515       0403  19     19.00
WA515       0403  20     27.00
WA515       0403  21     33.00
WA515       0403  22     29.00
WA515       0403  23     27.00
WA515       0403  24     21.00
WA515       0403  25     20.00
WA515       0403  26     18.00
WA515       0403  27     23.00
WA515       0403  28     26.00
WA515       0403  29     30.00
WA515       0403  30     30.00
WA515       0503   1     29.00
WA515       0503   2     28.00
WA515       0503   3     24.00
WA515       0503   4     21.00
WA515       0503   5     17.00
WA515       0503   6     14.00
WA515       0503   7     18.00
WA515       0503   8     22.00
WA515       0503   9     29.00
WA515       0503  10     27.00
WA515       0503  11     29.00
WA515       0503  12     29.00
WA515       0503  13     29.00
WA515       0503  14     23.00
WA515       0503  15     18.00
WA515       0503  16     16.00
WA515       0503  17     18.00
WA515       0503  18     21.00
WA515       0503  19     21.00
WA515       0503  20     29.00
WA515       0503  21     30.00
WA515       0503  22     34.00
WA515       0503  23     36.00
WA515       0503  24     37.00
WA515       0503  25     31.00
WA515       0503  26     29.00
WA515       0503  27     34.00
WA515       0503  28     36.00
WA515       0503  29     33.00
WA515       0503  30     39.00
WA515       0503  31     35.00
WA515       0603   1     33.00
WA515       0603   2     31.00
WA515       0603   3     31.00
WA515       0603   4     39.00
WA515       0603   5     48.00
WA515       0603   6     48.00
WA515       0603   7     48.00
WA515       0603   8     44.00
WA515       0603   9     39.00
WA515       0603  10     36.00
WA515       0603  11     36.00
WA515       0603  12     36.00
WA515       0603  13     31.00
WA515       0603  14     29.00
WA515       0603  15     31.00
WA515       0603  16     39.00
WA515       0603  17     50.00
WA515       0603  18     37.00
WA515       0603  19     31.00
WA515       0603  20     27.00
WA515       0603  21     27.00
WA515       0603  22     28.00
WA515       0603  23     28.00
WA515       0603  24     35.00
WA515       0603  25     38.00
WA515       0603  26     43.00
WA515       0603  27     45.00
WA515       0603  28     46.00
WA515       0603  29     47.00
WA515       0603  30     34.00
WA515       0703   1     30.00
WA515       0703   2     29.00
WA515       0703   3     33.00
WA515       0703   4     36.00
WA515       0703   5     39.00
WA515       0703   6     39.00
WA515       0703   7     41.00
WA515       0703   8     38.00
WA515       0703   9     38.00
WA515       0703  10     51.00
WA515       0703  11     50.00
WA515       0703  12     44.00
WA515       0703  13     39.00
WA515       0703  14     38.00
WA515       0703  15     41.00
WA515       0703  16     37.00
WA515       0703  17     35.00
WA515       0703  18     51.00
WA515       0703  19     50.00
WA515       0703  20     47.00
WA515       0703  21     46.00
WA515       0703  22   -999.00
WA515       0703  23     48.00
WA515       0703  24     45.00
WA515       0703  25     44.00
WA515       0703  26     49.00
WA515       0703  27     50.00
WA515       0703  28     54.00
WA515       0703  29     55.00
WA515       0703  30     56.00
WA515       0703  31     54.00
WA515       0803   1     49.00
WA515       0803   2     47.00
WA515       0803   3     44.00
WA515       0803   4     41.00
WA515       0803   5     45.00
WA515       0803   6     42.00
WA515       0803   7     42.00
WA515       0803   8     47.00
WA515       0803   9     47.00
WA515       0803  10     43.00
WA515       0803  11     39.00
WA515       0803  12     38.00
WA515       0803  13     46.00
WA515       0803  14     45.00
WA515       0803  15     47.00
WA515       0803  16     41.00
WA515       0803  17     41.00
WA515       0803  18     48.00
WA515       0803  19     43.00
WA515       0803  20     40.00
WA515       0803  21     51.00
WA515       0803  22     38.00
WA515       0803  23     33.00
WA515       0803  24     38.00
WA515       0803  25     43.00
WA515       0803  26     40.00
WA515       0803  27     37.00
WA515       0803  28     41.00
WA515       0803  29     46.00
WA515       0803  30     49.00
WA515       0803  31     45.00
WA515       0903   1     42.00
WA515       0903   2     49.00
WA515       0903   3     57.00
WA515       0903   4     52.00
WA515       0903   5     49.00
WA515       0903   6     50.00
WA515       0903   7     37.00
WA515       0903   8     31.00
WA515       0903   9     30.00
WA515       0903  10     36.00
WA515       0903  11     34.00
WA515       0903  12     31.00
WA515       0903  13     34.00
WA515       0903  14     31.00
WA515       0903  15     29.00
WA515       0903  16     28.00
WA515       0903  17     26.00
WA515       0903  18     32.00
WA515       0903  19     34.00
WA515       0903  20     31.00
WA515       0903  21     33.00
WA515       0903  22     41.00
WA515       0903  23     39.00
WA515       0903  24     41.00
WA515       0903  25     43.00
WA515       0903  26     43.00
WA515       0903  27     51.00
WA515       0903  28     48.00
WA515       0903  29     49.00
WA515       0903  30     45.00
WA515       1003   1     48.00
WA515       1003   2     47.00
WA515       1003   3     51.00
WA515       1003   4     49.00
WA515       1003   5     47.00
WA515       1003   6     39.00
WA515       1003   7     30.00
WA515       1003   8     26.00
WA515       1003   9     25.00
WA515       1003  10     25.00
WA515       1003  11     25.00
WA515       1003  12     26.00
WA515       1003  13     28.00
WA515       1003  14     27.00
WA515       1003  15     26.00
WA515       1003  16     24.00
WA515       1003  17     38.00
WA515       1003  18     39.00
WA515       1003  19     35.00
WA515       1003  20     33.00
WA515       1003  21     45.00
WA515       1003  22     27.00
WA515       1003  23     22.00
WA515       1003  24     21.00
WA515       1003  25     34.00
WA515       1003  26     44.00
WA515       1003  27     37.00
WA515       1003  28     20.00
WA515       1003  29     16.00
WA515       1003  30      7.00
WA515       1003  31      1.00
WA515       1103   1     10.00
WA515       1103   2      9.00
WA515       1103   3      6.00
WA515       1103   4      2.00
WA515       1103   5      6.00
WA515       1103   6     13.00
WA515       1103   7     13.00
WA515       1103   8     19.00
WA515       1103   9     24.00
WA515       1103  10     24.00
WA515       1103  11     21.00
WA515       1103  12   -999.00
WA515       1103  13   -999.00
WA515       1103  14   -999.00
WA515       1103  15   -999.00
WA515       1103  16   -999.00
WA515       1103  17   -999.00
WA515       1103  18   -999.00
WA515       1103  19   -999.00
WA515       1103  20   -999.00
WA515       1103  21   -999.00
WA515       1103  22   -999.00
WA515       1103  23   -999.00
WA515       1103  24   -999.00
WA515       1103  25   -999.00
WA515       1103  26   -999.00
WA515       1103  27   -999.00
WA515       1103  28   -999.00
WA515       1103  29   -999.00
WA515       1103  30   -999.00
WA515       1203   1   -999.00
WA515       1203   2   -999.00
WA515       1203   3   -999.00
WA515       1203   4   -999.00
WA515       1203   5   -999.00
WA515       1203   6   -999.00
WA515       1203   7   -999.00
WA515       1203   8   -999.00
WA515       1203   9   -999.00
WA515       1203  10   -999.00
WA515       1203  11   -999.00
WA515       1203  12   -999.00
WA515       1203  13   -999.00
WA515       1203  14   -999.00
WA515       1203  15   -999.00
WA515       1203  16   -999.00
WA515       1203  17   -999.00
WA515       1203  18   -999.00
WA515       1203  19   -999.00
