$ Get data for 863:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:44:55 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA863           White Pass E.s.
WA863       1002  24     24.00
WA863       1002  25     23.00
WA863       1002  26     27.00
WA863       1002  27     27.00
WA863       1002  28     29.00
WA863       1002  29     16.00
WA863       1002  30     13.00
WA863       1002  31     13.00
WA863       1102   1     13.00
WA863       1102   2     18.00
WA863       1102   3     20.00
WA863       1102   4     27.00
WA863       1102   5     31.00
WA863       1102   6     31.00
WA863       1102   7     30.00
WA863       1102   8     32.00
WA863       1102   9     31.00
WA863       1102  10     31.00
WA863       1102  11     33.00
WA863       1102  12     34.00
WA863       1102  13     32.00
WA863       1102  14     27.00
WA863       1102  15     26.00
WA863       1102  16     29.00
WA863       1102  17     31.00
WA863       1102  18     30.00
WA863       1102  19     36.00
WA863       1102  20     36.00
WA863       1102  21     37.00
WA863       1102  22     34.00
WA863       1102  23     31.00
WA863       1102  24     24.00
WA863       1102  25     24.00
WA863       1102  26     25.00
WA863       1102  27     28.00
WA863       1102  28     28.00
WA863       1102  29     28.00
WA863       1102  30     29.00
WA863       1202   1     29.00
WA863       1202   2     25.00
WA863       1202   3     21.00
WA863       1202   4     22.00
WA863       1202   5     24.00
WA863       1202   6     24.00
WA863       1202   7     20.00
WA863       1202   8     22.00
WA863       1202   9     23.00
WA863       1202  10     24.00
WA863       1202  11     27.00
WA863       1202  12     31.00
WA863       1202  13     28.00
WA863       1202  14     31.00
WA863       1202  15     29.00
WA863       1202  16     26.00
WA863       1202  17     20.00
WA863       1202  18     20.00
WA863       1202  19     22.00
WA863       1202  20     23.00
WA863       1202  21     25.00
WA863       1202  22     20.00
WA863       1202  23     14.00
WA863       1202  24     19.00
WA863       1202  25     19.00
WA863       1202  26     24.00
WA863       1202  27     24.00
WA863       1202  28     25.00
WA863       1202  29     19.00
WA863       1202  30     21.00
WA863       1202  31     23.00
WA863       0103   1     24.00
WA863       0103   2     31.00
WA863       0103   3     29.00
WA863       0103   4     29.00
WA863       0103   5     24.00
WA863       0103   6     23.00
WA863       0103   7     19.00
WA863       0103   8     18.00
WA863       0103   9     19.00
WA863       0103  10     13.00
WA863       0103  11     16.00
WA863       0103  12     24.00
WA863       0103  13     31.00
WA863       0103  14     19.00
WA863       0103  15     18.00
WA863       0103  16     21.00
WA863       0103  17     19.00
WA863       0103  18     17.00
WA863       0103  19     27.00
WA863       0103  20     27.00
WA863       0103  21     24.00
WA863       0103  22     23.00
WA863       0103  23     28.00
WA863       0103  24     29.00
WA863       0103  25     33.00
WA863       0103  26     33.00
WA863       0103  27     29.00
WA863       0103  28     26.00
WA863       0103  29     27.00
WA863       0103  30     31.00
WA863       0103  31     31.00
WA863       0203   1     28.00
WA863       0203   2     27.00
WA863       0203   3     21.00
WA863       0203   4     16.00
WA863       0203   5     17.00
WA863       0203   6     17.00
WA863       0203   7     18.00
WA863       0203   8     16.00
WA863       0203   9     23.00
WA863       0203  10     20.00
WA863       0203  11     22.00
WA863       0203  12     20.00
WA863       0203  13     25.00
WA863       0203  14     29.00
WA863       0203  15     29.00
WA863       0203  16     28.00
WA863       0203  17     26.00
WA863       0203  18     22.00
WA863       0203  19     22.00
WA863       0203  20     28.00
WA863       0203  21     28.00
WA863       0203  22     25.00
WA863       0203  23     10.00
WA863       0203  24      6.00
WA863       0203  25      5.00
WA863       0203  26     14.00
WA863       0203  27     18.00
WA863       0203  28     20.00
WA863       0303   1     17.00
WA863       0303   2     22.00
WA863       0303   3     21.00
WA863       0303   4     24.00
WA863       0303   5     25.00
WA863       0303   6     23.00
WA863       0303   7     23.00
WA863       0303   8     23.00
WA863       0303   9     29.00
WA863       0303  10     33.00
WA863       0303  11     32.00
WA863       0303  12     34.00
WA863       0303  13     33.00
WA863       0303  14     31.00
WA863       0303  15     29.00
WA863       0303  16     28.00
WA863       0303  17     26.00
WA863       0303  18     21.00
WA863       0303  19     26.00
WA863       0303  20     29.00
WA863       0303  21     29.00
WA863       0303  22     25.00
WA863       0303  23     23.00
WA863       0303  24     15.00
WA863       0303  25     27.00
WA863       0303  26     25.00
WA863       0303  27     24.00
WA863       0303  28     20.00
WA863       0303  29     30.00
WA863       0303  30     33.00
WA863       0303  31     30.00
WA863       0403   1     26.00
WA863       0403   2     20.00
WA863       0403   3     18.00
WA863       0403   4     14.00
WA863       0403   5     22.00
WA863       0403   6     26.00
WA863       0403   7     25.00
WA863       0403   8     32.00
WA863       0403   9     27.00
WA863       0403  10     32.00
WA863       0403  11     32.00
WA863       0403  12     32.00
WA863       0403  13     31.00
WA863       0403  14     28.00
WA863       0403  15     28.00
WA863       0403  16     29.00
WA863       0403  17     27.00
WA863       0403  18     24.00
WA863       0403  19     23.00
WA863       0403  20     30.00
WA863       0403  21     33.00
WA863       0403  22     28.00
WA863       0403  23     28.00
WA863       0403  24     27.00
WA863       0403  25     22.00
WA863       0403  26     28.00
WA863       0403  27     26.00
WA863       0403  28     29.00
WA863       0403  29     33.00
WA863       0403  30     33.00
WA863       0503   1     31.00
WA863       0503   2     30.00
WA863       0503   3     31.00
WA863       0503   4     28.00
WA863       0503   5     26.00
WA863       0503   6     25.00
WA863       0503   7     25.00
WA863       0503   8     28.00
WA863       0503   9     31.00
WA863       0503  10     32.00
WA863       0503  11     30.00
WA863       0503  12     32.00
WA863       0503  13     29.00
WA863       0503  14     31.00
WA863       0503  15     26.00
WA863       0503  16     25.00
WA863       0503  17     25.00
WA863       0503  18     25.00
WA863       0503  19     24.00
WA863       0503  20     31.00
WA863       0503  21     36.00
WA863       0503  22     36.00
WA863       0503  23     37.00
WA863       0503  24     38.00
WA863       0503  25     35.00
WA863       0503  26     32.00
WA863       0503  27     37.00
WA863       0503  28     38.00
WA863       0503  29     34.00
WA863       0503  30     40.00
WA863       0503  31     39.00
WA863       0603   1     39.00
WA863       0603   2     36.00
WA863       0603   3     33.00
WA863       0603   4     38.00
WA863       0603   5     41.00
WA863       0603   6     44.00
WA863       0603   7     46.00
WA863       0603   8     46.00
WA863       0603   9     44.00
WA863       0603  10     41.00
WA863       0603  11     38.00
WA863       0603  12     41.00
WA863       0603  13     39.00
WA863       0603  14     38.00
WA863       0603  15     38.00
WA863       0603  16     41.00
WA863       0603  17     47.00
WA863       0603  18     43.00
WA863       0603  19     37.00
WA863       0603  20     35.00
WA863       0603  21     33.00
WA863       0603  22     34.00
WA863       0603  23     35.00
WA863       0603  24     36.00
WA863       0603  25     38.00
WA863       0603  26     46.00
WA863       0603  27     48.00
WA863       0603  28   -999.00
WA863       0603  29     50.00
WA863       0603  30     43.00
WA863       0703   1     40.00
WA863       0703   2     34.00
WA863       0703   3     36.00
WA863       0703   4     40.00
WA863       0703   5     43.00
WA863       0703   6     38.00
WA863       0703   7     45.00
WA863       0703   8     41.00
WA863       0703   9     38.00
WA863       0703  10     49.00
WA863       0703  11     51.00
WA863       0703  12     48.00
WA863       0703  13     48.00
WA863       0703  14     42.00
WA863       0703  15     44.00
WA863       0703  16     43.00
WA863       0703  17     38.00
WA863       0703  18     54.00
WA863       0703  19     50.00
WA863       0703  20     52.00
WA863       0703  21     47.00
WA863       0703  22     54.00
WA863       0703  23     51.00
WA863       0703  24     47.00
WA863       0703  25     45.00
WA863       0703  26     47.00
WA863       0703  27   -999.00
WA863       0703  28     53.00
WA863       0703  29     53.00
WA863       0703  30     54.00
WA863       0703  31     54.00
WA863       0803   1     48.00
WA863       0803   2     50.00
WA863       0803   3     46.00
WA863       0803   4     41.00
WA863       0803   5     48.00
WA863       0803   6     44.00
WA863       0803   7     47.00
WA863       0803   8     46.00
WA863       0803   9     45.00
WA863       0803  10     46.00
WA863       0803  11     44.00
WA863       0803  12     40.00
WA863       0803  13     40.00
WA863       0803  14     47.00
WA863       0803  15     49.00
WA863       0803  16     47.00
WA863       0803  17     45.00
WA863       0803  18     50.00
WA863       0803  19     44.00
WA863       0803  20     41.00
WA863       0803  21     50.00
WA863       0803  22     45.00
WA863       0803  23     36.00
WA863       0803  24     38.00
WA863       0803  25     47.00
WA863       0803  26     48.00
WA863       0803  27     41.00
WA863       0803  28     40.00
WA863       0803  29     46.00
WA863       0803  30     47.00
WA863       0803  31     50.00
WA863       0903   1     46.00
WA863       0903   2     51.00
WA863       0903   3     54.00
WA863       0903   4     57.00
WA863       0903   5     52.00
WA863       0903   6     53.00
WA863       0903   7     43.00
WA863       0903   8     40.00
WA863       0903   9     39.00
WA863       0903  10     42.00
WA863       0903  11     39.00
WA863       0903  12     33.00
WA863       0903  13     32.00
WA863       0903  14     38.00
WA863       0903  15     31.00
WA863       0903  16     33.00
WA863       0903  17     34.00
WA863       0903  18     37.00
WA863       0903  19     41.00
WA863       0903  20     33.00
WA863       0903  21     34.00
WA863       0903  22     44.00
WA863       0903  23     42.00
WA863       0903  24     44.00
WA863       0903  25     47.00
WA863       0903  26     50.00
WA863       0903  27     49.00
WA863       0903  28     50.00
WA863       0903  29     49.00
WA863       0903  30     44.00
WA863       1003   1     43.00
WA863       1003   2     42.00
WA863       1003   3     44.00
WA863       1003   4     47.00
WA863       1003   5     47.00
WA863       1003   6     45.00
WA863       1003   7     34.00
WA863       1003   8     32.00
WA863       1003   9     32.00
WA863       1003  10     30.00
WA863       1003  11     32.00
WA863       1003  12     32.00
WA863       1003  13     35.00
WA863       1003  14     31.00
WA863       1003  15     31.00
WA863       1003  16     31.00
WA863       1003  17     40.00
WA863       1003  18     39.00
WA863       1003  19     43.00
WA863       1003  20     43.00
WA863       1003  21     50.00
WA863       1003  22     36.00
WA863       1003  23     29.00
WA863       1003  24     28.00
WA863       1003  25     31.00
WA863       1003  26     40.00
WA863       1003  27     43.00
WA863       1003  28     31.00
WA863       1003  29     24.00
WA863       1003  30     16.00
WA863       1003  31     12.00
WA863       1103   1     16.00
WA863       1103   2     16.00
WA863       1103   3     12.00
WA863       1103   4      9.00
WA863       1103   5     11.00
WA863       1103   6     11.00
WA863       1103   7     14.00
WA863       1103   8     23.00
WA863       1103   9     27.00
WA863       1103  10     31.00
WA863       1103  11     30.00
WA863       1103  12     26.00
WA863       1103  13     25.00
WA863       1103  14     28.00
WA863       1103  15     29.00
WA863       1103  16     29.00
WA863       1103  17     28.00
WA863       1103  18     35.00
WA863       1103  19     22.00
WA863       1103  20     20.00
WA863       1103  21     12.00
WA863       1103  22     13.00
WA863       1103  23     23.00
WA863       1103  24     22.00
WA863       1103  25     23.00
WA863       1103  26     25.00
WA863       1103  27     19.00
WA863       1103  28     26.00
WA863       1103  29     28.00
WA863       1103  30     24.00
WA863       1203   1     24.00
WA863       1203   2     29.00
WA863       1203   3     21.00
WA863       1203   4     20.00
WA863       1203   5     24.00
WA863       1203   6     18.00
WA863       1203   7     17.00
WA863       1203   8     18.00
WA863       1203   9     20.00
WA863       1203  10     21.00
WA863       1203  11     18.00
WA863       1203  12     21.00
WA863       1203  13     24.00
WA863       1203  14     23.00
WA863       1203  15     20.00
WA863       1203  16     22.00
WA863       1203  17     22.00
WA863       1203  18     23.00
WA863       1203  19     23.00
