$ Get data for 898:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:26:44 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA898           Mount Gardner
WA898       1002   1     34.00
WA898       1002   2     35.00
WA898       1002   3     43.00
WA898       1002   4     43.00
WA898       1002   5     40.00
WA898       1002   6     46.00
WA898       1002   7     42.00
WA898       1002   8     41.00
WA898       1002   9     42.00
WA898       1002  10     35.00
WA898       1002  11     32.00
WA898       1002  12     32.00
WA898       1002  13     38.00
WA898       1002  14     42.00
WA898       1002  15     47.00
WA898       1002  16     49.00
WA898       1002  17     48.00
WA898       1002  18     38.00
WA898       1002  19     39.00
WA898       1002  20     47.00
WA898       1002  21     43.00
WA898       1002  22     39.00
WA898       1002  23     37.00
WA898       1002  24     35.00
WA898       1002  25     33.00
WA898       1002  26     33.00
WA898       1002  27     34.00
WA898       1002  28     33.00
WA898       1002  29     26.00
WA898       1002  30     24.00
WA898       1002  31     24.00
WA898       1102   1     28.00
WA898       1102   2     30.00
WA898       1102   3     30.00
WA898       1102   4     33.00
WA898       1102   5     39.00
WA898       1102   6     38.00
WA898       1102   7     40.00
WA898       1102   8     37.00
WA898       1102   9     34.00
WA898       1102  10     36.00
WA898       1102  11     39.00
WA898       1102  12     39.00
WA898       1102  13     39.00
WA898       1102  14     34.00
WA898       1102  15     35.00
WA898       1102  16     36.00
WA898       1102  17     36.00
WA898       1102  18     35.00
WA898       1102  19     45.00
WA898       1102  20     44.00
WA898       1102  21     45.00
WA898       1102  22     42.00
WA898       1102  23     36.00
WA898       1102  24     31.00
WA898       1102  25     30.00
WA898       1102  26     34.00
WA898       1102  27     38.00
WA898       1102  28     36.00
WA898       1102  29     38.00
WA898       1102  30     40.00
WA898       1202   1     36.00
WA898       1202   2     31.00
WA898       1202   3     28.00
WA898       1202   4     29.00
WA898       1202   5     30.00
WA898       1202   6     31.00
WA898       1202   7     31.00
WA898       1202   8     30.00
WA898       1202   9     29.00
WA898       1202  10     29.00
WA898       1202  11     32.00
WA898       1202  12     32.00
WA898       1202  13     32.00
WA898       1202  14     35.00
WA898       1202  15     34.00
WA898       1202  16     31.00
WA898       1202  17     29.00
WA898       1202  18     28.00
WA898       1202  19     29.00
WA898       1202  20     30.00
WA898       1202  21     31.00
WA898       1202  22     29.00
WA898       1202  23     27.00
WA898       1202  24     27.00
WA898       1202  25     28.00
WA898       1202  26     28.00
WA898       1202  27     29.00
WA898       1202  28     29.00
WA898       1202  29     26.00
WA898       1202  30     27.00
WA898       1202  31     29.00
WA898       0103   1     29.00
WA898       0103   2     32.00
WA898       0103   3     34.00
WA898       0103   4     34.00
WA898       0103   5     32.00
WA898       0103   6     34.00
WA898       0103   7     32.00
WA898       0103   8     32.00
WA898       0103   9     29.00
WA898       0103  10     28.00
WA898       0103  11     29.00
WA898       0103  12     31.00
WA898       0103  13     33.00
WA898       0103  14     28.00
WA898       0103  15     28.00
WA898       0103  16     29.00
WA898       0103  17     30.00
WA898       0103  18     28.00
WA898       0103  19     28.00
WA898       0103  20     32.00
WA898       0103  21     30.00
WA898       0103  22     30.00
WA898       0103  23     33.00
WA898       0103  24     34.00
WA898       0103  25     40.00
WA898       0103  26     38.00
WA898       0103  27     33.00
WA898       0103  28     32.00
WA898       0103  29     32.00
WA898       0103  30     37.00
WA898       0103  31     36.00
WA898       0203   1     33.00
WA898       0203   2     32.00
WA898       0203   3     31.00
WA898       0203   4     27.00
WA898       0203   5     26.00
WA898       0203   6     27.00
WA898       0203   7     30.00
WA898       0203   8     29.00
WA898       0203   9     30.00
WA898       0203  10     28.00
WA898       0203  11     33.00
WA898       0203  12     34.00
WA898       0203  13     37.00
WA898       0203  14     36.00
WA898       0203  15     36.00
WA898       0203  16     32.00
WA898       0203  17     31.00
WA898       0203  18     31.00
WA898       0203  19     31.00
WA898       0203  20     32.00
WA898       0203  21     31.00
WA898       0203  22     30.00
WA898       0203  23     20.00
WA898       0203  24     18.00
WA898       0203  25     21.00
WA898       0203  26     26.00
WA898       0203  27     24.00
WA898       0203  28     29.00
WA898       0303   1     27.00
WA898       0303   2     30.00
WA898       0303   3     28.00
WA898       0303   4     29.00
WA898       0303   5     30.00
WA898       0303   6     29.00
WA898       0303   7     27.00
WA898       0303   8     27.00
WA898       0303   9     31.00
WA898       0303  10     36.00
WA898       0303  11     35.00
WA898       0303  12     36.00
WA898       0303  13     37.00
WA898       0303  14     35.00
WA898       0303  15     32.00
WA898       0303  16     32.00
WA898       0303  17     31.00
WA898       0303  18     30.00
WA898       0303  19     32.00
WA898       0303  20     33.00
WA898       0303  21     32.00
WA898       0303  22     31.00
WA898       0303  23     28.00
WA898       0303  24     23.00
WA898       0303  25     32.00
WA898       0303  26     32.00
WA898       0303  27     31.00
WA898       0303  28     31.00
WA898       0303  29     37.00
WA898       0303  30     44.00
WA898       0303  31     34.00
WA898       0403   1     30.00
WA898       0403   2     26.00
WA898       0403   3     29.00
WA898       0403   4     25.00
WA898       0403   5     28.00
WA898       0403   6     31.00
WA898       0403   7     32.00
WA898       0403   8     37.00
WA898       0403   9     32.00
WA898       0403  10     38.00
WA898       0403  11     38.00
WA898       0403  12     39.00
WA898       0403  13     33.00
WA898       0403  14     33.00
WA898       0403  15     34.00
WA898       0403  16     34.00
WA898       0403  17     32.00
WA898       0403  18     31.00
WA898       0403  19     31.00
WA898       0403  20     39.00
WA898       0403  21     39.00
WA898       0403  22     33.00
WA898       0403  23     32.00
WA898       0403  24     31.00
WA898       0403  25     31.00
WA898       0403  26     32.00
WA898       0403  27     34.00
WA898       0403  28     35.00
WA898       0403  29     41.00
WA898       0403  30     41.00
WA898       0503   1     39.00
WA898       0503   2     39.00
WA898       0503   3     35.00
WA898       0503   4     32.00
WA898       0503   5     32.00
WA898       0503   6     30.00
WA898       0503   7     30.00
WA898       0503   8     34.00
WA898       0503   9     36.00
WA898       0503  10     40.00
WA898       0503  11     42.00
WA898       0503  12     41.00
WA898       0503  13     38.00
WA898       0503  14     35.00
WA898       0503  15     32.00
WA898       0503  16     31.00
WA898       0503  17     30.00
WA898       0503  18     32.00
WA898       0503  19     32.00
WA898       0503  20     42.00
WA898       0503  21     44.00
WA898       0503  22     46.00
WA898       0503  23     48.00
WA898       0503  24     48.00
WA898       0503  25     39.00
WA898       0503  26     38.00
WA898       0503  27     44.00
WA898       0503  28     46.00
WA898       0503  29     43.00
WA898       0503  30     46.00
WA898       0503  31     43.00
WA898       0603   1     42.00
WA898       0603   2     39.00
WA898       0603   3     38.00
WA898       0603   4     46.00
WA898       0603   5     56.00
WA898       0603   6     60.00
WA898       0603   7     57.00
WA898       0603   8     50.00
WA898       0603   9     46.00
WA898       0603  10     44.00
WA898       0603  11     46.00
WA898       0603  12     45.00
WA898       0603  13     43.00
WA898       0603  14     40.00
WA898       0603  15     44.00
WA898       0603  16     44.00
WA898       0603  17     52.00
WA898       0603  18     46.00
WA898       0603  19     42.00
WA898       0603  20     40.00
WA898       0603  21     39.00
WA898       0603  22     40.00
WA898       0603  23     40.00
WA898       0603  24     44.00
WA898       0603  25     44.00
WA898       0603  26     49.00
WA898       0603  27     51.00
WA898       0603  28     51.00
WA898       0603  29     51.00
WA898       0603  30     45.00
WA898       0703   1     43.00
WA898       0703   2     38.00
WA898       0703   3     40.00
WA898       0703   4     44.00
WA898       0703   5     47.00
WA898       0703   6     47.00
WA898       0703   7     47.00
WA898       0703   8     45.00
WA898       0703   9     44.00
WA898       0703  10     56.00
WA898       0703  11     52.00
WA898       0703  12     52.00
WA898       0703  13     50.00
WA898       0703  14     47.00
WA898       0703  15     50.00
WA898       0703  16     45.00
WA898       0703  17     43.00
WA898       0703  18     53.00
WA898       0703  19     54.00
WA898       0703  20     54.00
WA898       0703  21     54.00
WA898       0703  22     54.00
WA898       0703  23     51.00
WA898       0703  24     45.00
WA898       0703  25     46.00
WA898       0703  26     48.00
WA898       0703  27     51.00
WA898       0703  28     55.00
WA898       0703  29     59.00
WA898       0703  30     60.00
WA898       0703  31     54.00
WA898       0803   1     51.00
WA898       0803   2     52.00
WA898       0803   3     49.00
WA898       0803   4     46.00
WA898       0803   5     50.00
WA898       0803   6     47.00
WA898       0803   7     49.00
WA898       0803   8     52.00
WA898       0803   9     50.00
WA898       0803  10     51.00
WA898       0803  11     47.00
WA898       0803  12     45.00
WA898       0803  13     46.00
WA898       0803  14     49.00
WA898       0803  15     53.00
WA898       0803  16     49.00
WA898       0803  17     50.00
WA898       0803  18   -999.00
WA898       0803  19     51.00
WA898       0803  20     46.00
WA898       0803  21     54.00
WA898       0803  22     48.00
WA898       0803  23     40.00
WA898       0803  24     43.00
WA898       0803  25     53.00
WA898       0803  26     49.00
WA898       0803  27     47.00
WA898       0803  28     46.00
WA898       0803  29     53.00
WA898       0803  30     56.00
WA898       0803  31     48.00
WA898       0903   1     47.00
WA898       0903   2     56.00
WA898       0903   3     63.00
WA898       0903   4     61.00
WA898       0903   5     58.00
WA898       0903   6     54.00
WA898       0903   7     47.00
WA898       0903   8     43.00
WA898       0903   9     42.00
WA898       0903  10     48.00
WA898       0903  11     44.00
WA898       0903  12     40.00
WA898       0903  13     39.00
WA898       0903  14     46.00
WA898       0903  15     40.00
WA898       0903  16     36.00
WA898       0903  17     38.00
WA898       0903  18     42.00
WA898       0903  19     44.00
WA898       0903  20     40.00
WA898       0903  21     38.00
WA898       0903  22     46.00
WA898       0903  23     45.00
WA898       0903  24     47.00
WA898       0903  25     48.00
WA898       0903  26     49.00
WA898       0903  27     58.00
WA898       0903  28     60.00
WA898       0903  29     50.00
WA898       0903  30     49.00
WA898       1003   1     50.00
WA898       1003   2     49.00
WA898       1003   3     54.00
WA898       1003   4     48.00
WA898       1003   5     44.00
WA898       1003   6     48.00
WA898       1003   7     41.00
WA898       1003   8     40.00
WA898       1003   9     38.00
WA898       1003  10     37.00
WA898       1003  11     38.00
WA898       1003  12     38.00
WA898       1003  13     41.00
WA898       1003  14     37.00
WA898       1003  15     37.00
WA898       1003  16     38.00
WA898       1003  17     48.00
WA898       1003  18     46.00
WA898       1003  19     47.00
WA898       1003  20     47.00
WA898       1003  21     56.00
WA898       1003  22     41.00
WA898       1003  23     35.00
WA898       1003  24     34.00
WA898       1003  25     39.00
WA898       1003  26     48.00
WA898       1003  27     47.00
WA898       1003  28     35.00
WA898       1003  29     30.00
WA898       1003  30     26.00
WA898       1003  31     23.00
WA898       1103   1     24.00
WA898       1103   2     24.00
WA898       1103   3     21.00
WA898       1103   4     20.00
WA898       1103   5     22.00
WA898       1103   6     24.00
WA898       1103   7     29.00
WA898       1103   8     33.00
WA898       1103   9     37.00
WA898       1103  10     35.00
WA898       1103  11     32.00
WA898       1103  12     30.00
WA898       1103  13     34.00
WA898       1103  14     34.00
WA898       1103  15     32.00
WA898       1103  16     32.00
WA898       1103  17     32.00
WA898       1103  18     43.00
WA898       1103  19     28.00
WA898       1103  20     26.00
WA898       1103  21     20.00
WA898       1103  22     20.00
WA898       1103  23     28.00
WA898       1103  24     28.00
WA898       1103  25     28.00
WA898       1103  26     30.00
WA898       1103  27     29.00
WA898       1103  28     30.00
WA898       1103  29     31.00
WA898       1103  30     29.00
WA898       1203   1     31.00
WA898       1203   2     32.00
WA898       1203   3     28.00
WA898       1203   4     28.00
WA898       1203   5     31.00
WA898       1203   6     29.00
WA898       1203   7     28.00
WA898       1203   8     29.00
WA898       1203   9     28.00
WA898       1203  10     28.00
WA898       1203  11     27.00
WA898       1203  12     27.00
WA898       1203  13     30.00
WA898       1203  14     29.00
WA898       1203  15     28.00
WA898       1203  16     28.00
WA898       1203  17     31.00
WA898       1203  18     32.00
WA898       1203  19     33.00
